0,1,2,3,is_facility
Navajo Nation,"P.O. Box 9000, Window Rock AZ 86515",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jonathannez@navajo-nsn.gov,FALSE
Navajo Nation,Navajo Blue Travel Plaza- Twin Arrows Navajo Casino Resort,"P.O. Box 9000, Window Rock AZ 86515",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Navajo Nation,Northern Edge Navajo Casino,"P.O. Box 9000, Window Rock AZ 86515",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Navajo Nation,Twin Arrows Navajo Casino Resort,"P.O. Box 9000, Window Rock AZ 86515",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Navajo Nation,Flowing Waters Navajo Casino,"P.O. Box 9000, Window Rock AZ 86515",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Navajo Nation,Fire Rock Navajo Casino,"P.O. Box 9000, Window Rock AZ 86515",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Nez Perce Tribe,"PO Box 305 100 Agency Rd, Lapwai ID 83540",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: shannonw@nezperce.org,FALSE
Nez Perce Tribe,Nez Perce Express Convenience Store,"PO Box 305 100 Agency Rd, Lapwai ID 83540",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Nez Perce Tribe,Nez Perce Express Convenience Store,"PO Box 305 100 Agency Rd, Lapwai ID 83540",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Nez Perce Tribe,Clearwater River Casino & Lodge,"PO Box 305 100 Agency Rd, Lapwai ID 83540",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Nez Perce Tribe,It'Se Ye-Ye Casino,"PO Box 305 100 Agency Rd, Lapwai ID 83540",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Nisqually Indian Tribe,"4820 She-Nah-Num Dr SE, Olympia WA 98513",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: choke.ken@nisqually-nsn.gov,FALSE
Nisqually Indian Tribe,Red Wind Casino,"4820 She-Nah-Num Dr SE, Olympia WA 98513",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Nooksack Indian Tribe of Washington,"PO Box 157 5016 Deming Rd, Deming WA 98244",Class Type: Class III   See 25 CFR 502.3 & 4,Email Address: rlaclair@nooksack-nsn.gov,FALSE
Nooksack Indian Tribe of Washington,Northwood Casino,"PO Box 157 5016 Deming Rd, Deming WA 98244",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Northern Arapaho Tribe of the Wind River Indian Reservation,"P.O. Box 396, Fort Washakie WY 82514",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
Northern Arapaho Tribe of the Wind River Indian Reservation,,,keenan.groesbeck@northernarapaho.com,TRUE
Northern Arapaho Tribe of the Wind River Indian Reservation,Wind River Casino,"P.O. Box 396, Fort Washakie WY 82514",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Northern Arapaho Tribe of the Wind River Indian Reservation,Little Wind Casino,"P.O. Box 396, Fort Washakie WY 82514",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation,"P.O. Box 128, Lame Deer MT 59043",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation,,,serena.wetherelt@cheyennenation.com,TRUE
Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation,Charging Horse Casino & Bingo,"P.O. Box 128, Lame Deer MT 59043",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Nottawaseppi Huron Band of Potawatomi, Michigan","1485 Mno-Madzawen Way, Fulton MI 49052",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jstuck@nhbpi.com,FALSE
"Nottawaseppi Huron Band of Potawatomi, Michigan",Firekeepers,"1485 Mno-Madzawen Way, Fulton MI 49052",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Ohkay Owingeh, New Mexico","P.O. Box 1099, San Juan NM 87566",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: governor@ohkay.org,FALSE
"Ohkay Owingeh, New Mexico",OHKAY Casino,"P.O. Box 1099, San Juan NM 87566",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Omaha Tribe of Nebraska,"P.O. Box 368, Macy NE 68039",Class Type: Class III   See 25 CFR 502.3 & 4,Email Address: jason.sheridan@theomahatribe.com,FALSE
Omaha Tribe of Nebraska,Blackbird Bend Casino,"P.O. Box 368, Macy NE 68039",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Omaha Tribe of Nebraska,Lucky 77 Casino,"P.O. Box 368, Macy NE 68039",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Oneida Indian Nation,"2037 Dream Catcher Plaza, Oneida NY 13421",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: sbarbano@oneida-nation.org,FALSE
Oneida Indian Nation,Play On #39 Slot Parlor at Verona Crossroads,"2037 Dream Catcher Plaza, Oneida NY 13421",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Oneida Indian Nation,SavOn Gas & Cigarettes #015,"2037 Dream Catcher Plaza, Oneida NY 13421",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Oneida Indian Nation,SavOn Gas and Cigarettes #032,"2037 Dream Catcher Plaza, Oneida NY 13421",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Oneida Indian Nation,Point Place Casino,"2037 Dream Catcher Plaza, Oneida NY 13421",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Oneida Indian Nation,The Lake House at Sylvan Beach,"2037 Dream Catcher Plaza, Oneida NY 13421",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Oneida Indian Nation,Yellow Brick Road Casino,"2037 Dream Catcher Plaza, Oneida NY 13421",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Oneida Indian Nation,Oneida Lake Savon #34,"2037 Dream Catcher Plaza, Oneida NY 13421",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Oneida Indian Nation,Turning Stone Casino,"2037 Dream Catcher Plaza, Oneida NY 13421",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Oneida Nation,"P.O. Box 365 N7210 Seminary Rd, Oneida WI 54155",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: thill7@oneidanation.org,FALSE
Oneida Nation,Oneida Travel Center,"P.O. Box 365 N7210 Seminary Rd, Oneida WI 54155",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Oneida Nation,Oneida Packerland One Stop,"P.O. Box 365 N7210 Seminary Rd, Oneida WI 54155",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Oneida Nation,Oneida Bingo & Casino,"P.O. Box 365 N7210 Seminary Rd, Oneida WI 54155",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Oneida Nation,Mason Street Casino,"P.O. Box 365 N7210 Seminary Rd, Oneida WI 54155",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Oneida Nation,Imac Bingo Facility,"P.O. Box 365 N7210 Seminary Rd, Oneida WI 54155",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Otoe-Missouria Tribe of Indians, Oklahoma","8151 Highway 177, Red Rock OK 74651",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jshotton@omdevelopment.org,FALSE
"Otoe-Missouria Tribe of Indians, Oklahoma",7 Clans Paradise Casino,"8151 Highway 177, Red Rock OK 74651",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Otoe-Missouria Tribe of Indians, Oklahoma",7 Clans Casino Perry,"8151 Highway 177, Red Rock OK 74651",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Otoe-Missouria Tribe of Indians, Oklahoma",7 Clans Red Rock Gasino,"8151 Highway 177, Red Rock OK 74651",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Otoe-Missouria Tribe of Indians, Oklahoma",7 Clans Chilocco Gasino,"8151 Highway 177, Red Rock OK 74651",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Otoe-Missouria Tribe of Indians, Oklahoma",7 Clans First Council Casino,"8151 Highway 177, Red Rock OK 74651",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Ottawa Tribe of Oklahoma,"13 S. 69A P.O. Box 110, Miami OK 74355",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: cethel.oto@gmail.com,FALSE
Ottawa Tribe of Oklahoma,High Winds Casino,"13 S. 69A P.O. Box 110, Miami OK 74355",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pala Band of Luiseno Mission Indians of the Pala Reservation,"35008 Pala Temecula Road PMB 50, Pala CA 92059",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: rsmith@palatribe.com,FALSE
Pala Band of Luiseno Mission Indians of the Pala Reservation,Pala Casino Resort and Spa,"35008 Pala Temecula Road PMB 50, Pala CA 92059",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pala Band of Luiseno Mission Indians of the Pala Reservation,,,malopez@palacasino.com,TRUE
Pascua Yaqui Tribe of Arizona,"7474 S. Camino De Oeste, Tucson AZ 85746",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jhernandez1@pascuayaqui-nsn.gov,FALSE
Pascua Yaqui Tribe of Arizona,Del Sol Marketplace,"7474 S. Camino De Oeste, Tucson AZ 85746",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Pascua Yaqui Tribe of Arizona,Casino Del Sol,"7474 S. Camino De Oeste, Tucson AZ 85746",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pascua Yaqui Tribe of Arizona,Casino of the Sun,"7474 S. Camino De Oeste, Tucson AZ 85746",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Paskenta Band of Nomlaki Indians,"2655 Everett Freeman Way PO Box 709, Corning CA 960219336",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: bpaya@paskenta.org,FALSE
Paskenta Band of Nomlaki Indians,South Tower at Rolling Hills,"2655 Everett Freeman Way PO Box 709, Corning CA",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Paskenta Band of Nomlaki Indians,,960219336,,TRUE
Paskenta Band of Nomlaki Indians,The Travel Center,"2655 Everett Freeman Way PO Box 709, Corning CA",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Paskenta Band of Nomlaki Indians,,960219336,,TRUE
Paskenta Band of Nomlaki Indians,The Equestrian Center,"2655 Everett Freeman Way PO Box 709, Corning CA",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Paskenta Band of Nomlaki Indians,,960219336,,TRUE
Paskenta Band of Nomlaki Indians,The Travel Clubhouse,"2655 Everett Freeman Way PO Box 709, Corning CA",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Paskenta Band of Nomlaki Indians,,960219336,,TRUE
Paskenta Band of Nomlaki Indians,The Links at Rolling Hills,"2655 Everett Freeman Way PO Box 709, Corning CA",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Paskenta Band of Nomlaki Indians,,960219336,,TRUE
Paskenta Band of Nomlaki Indians,Rolling Hills Casino,"2655 Everett Freeman Way PO Box 709, Corning CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Paskenta Band of Nomlaki Indians,,960219336,,TRUE
Pauma Band of Luiseno Mission Indians of the Pauma - Yuima Reservation,"1010 Pauma Reservation Road P.O. Box 369, Pauma Valley CA",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tmajel@pauma-nsn.gov,FALSE
Pauma Band of Luiseno Mission Indians of the Pauma - Yuima Reservation,Casino Pauma,"1010 Pauma Reservation Road P.O. Box 369, Pauma",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pauma Band of Luiseno Mission Indians of the Pauma - Yuima Reservation,,Valley CA 92061,,TRUE
Pawnee Nation of Oklahoma,"P.O. Box 470 881 Little Deer Drive, Pawnee OK 74058",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: mnuttle@pawneenation.org,FALSE
Pawnee Nation of Oklahoma,TeePee Casino,"P.O. Box 470 881 Little Deer Drive, Pawnee OK 74058",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pawnee Nation of Oklahoma,Stonewolf Casino,"P.O. Box 470 881 Little Deer Drive, Pawnee OK 74058",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pawnee Nation of Oklahoma,Pawnee Nation Trading Post & Casino,"P.O. Box 470 881 Little Deer Drive, Pawnee OK 74058",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pawnee Nation of Oklahoma,,,elizabeth.fassnacht@pawneenationcasino.com,TRUE
Pechanga Band of Luiseno Mission Indians of the Pechanga Reservation,"P.O. Box 1477 12705 Pechanga Rd., Temecula CA 92593",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: epreston@pechanga-nsn.gov,FALSE
Pechanga Band of Luiseno Mission Indians of the Pechanga Reservation,Pechanga Resort and Casino,"P.O. Box 1477 12705 Pechanga Rd., Temecula CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pechanga Band of Luiseno Mission Indians of the Pechanga Reservation,,92593,,TRUE
Pechanga Band of Luiseno Mission Indians of the Pechanga Reservation,Pechanga Resort and Casino,"P.O. Box 1477 12705 Pechanga Rd., Temecula CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pechanga Band of Luiseno Mission Indians of the Pechanga Reservation,,92593,,TRUE
Peoria Tribe of Indians of Oklahoma,"P.O. Box 1527, Miami OK 74355",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chiefharper@peoriatribe.com,FALSE
Peoria Tribe of Indians of Oklahoma,Buffalo Run Casino,"P.O. Box 1527, Miami OK 74355",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Picayune Rancheria of Chukchansi Indians,"49260 Chapel Hill, Oakhurst CA 93644",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: thopkins@chukchansi-nsn.gov,FALSE
Picayune Rancheria of Chukchansi Indians,Chukchansi Gold Resort and Casino,"49260 Chapel Hill, Oakhurst CA 93644",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Picayune Rancheria of Chukchansi Indians,Chukchansi Gold Resort and Casino,"49260 Chapel Hill, Oakhurst CA 93644",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Pit River Tribe,"36970 Park Ave, Burney CA 96013",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chairman@pitrivertribe.gov,FALSE
Pit River Tribe,Pit River Casino,"36970 Park Ave, Burney CA 96013",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Poarch Band of Creek Indians,"5811 Jack Springs Road, Atmore AL 36502",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address: sbryan@pci-nsn.gov,FALSE
Poarch Band of Creek Indians,Wind Creek Casino and Hotel - Montgomery,"5811 Jack Springs Road, Atmore AL 36502",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Poarch Band of Creek Indians,Wind Creek Casino and Hotel - Atmore,"5811 Jack Springs Road, Atmore AL 36502",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Poarch Band of Creek Indians,Wind Creek Casino and Hotel - Wetumpka,"5811 Jack Springs Road, Atmore AL 36502",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Pokagon Band of Potawatomi Indians of Michigan and Indiana,"PO Box 180 58620 Sink Rd., Dowagiac MI 49047",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Matthew.wesaw@pokagonband-,FALSE
Pokagon Band of Potawatomi Indians of Michigan and Indiana,,,nsn.gov,TRUE
Pokagon Band of Potawatomi Indians of Michigan and Indiana,Four Winds Casino South Bend,"PO Box 180 58620 Sink Rd., Dowagiac MI 49047",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Pokagon Band of Potawatomi Indians of Michigan and Indiana,Four Winds Casino Dowagiac,"PO Box 180 58620 Sink Rd., Dowagiac MI 49047",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pokagon Band of Potawatomi Indians of Michigan and Indiana,Four Winds Hartford,"PO Box 180 58620 Sink Rd., Dowagiac MI 49047",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pokagon Band of Potawatomi Indians of Michigan and Indiana,Four Winds Casino Resort,"PO Box 180 58620 Sink Rd., Dowagiac MI 49047",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Ponca Tribe of Indians of Oklahoma,"20 White Eagle Drive, Ponca City OK 74601",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: oliver.littlecook@ponca-nsn.gov,FALSE
Ponca Tribe of Indians of Oklahoma,Fancy Dance Casino,"20 White Eagle Drive, Ponca City OK 74601",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Ponca Tribe of Nebraska,"P.O. Box 288, Niobrara NE 68760",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: candaces@poncatribe-ne.org,FALSE
Ponca Tribe of Nebraska,Prairie Flower Casino,"P.O. Box 288, Niobrara NE 68760",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Port Gamble S'Klallam Tribe,"31912 Little Boston Rd NE, Kingston WA 98346",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jeromys@pgst.nsn.us,FALSE
Port Gamble S'Klallam Tribe,The Point Casino,"31912 Little Boston Rd NE, Kingston WA 98346",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Prairie Band Potawatomi Nation,"16281 Q Road, Mayetta KS 66509",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: josephrupnick@pbpnation.org,FALSE
Prairie Band Potawatomi Nation,Prairie Band One Stop,"16281 Q Road, Mayetta KS 66509",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Prairie Band Potawatomi Nation,Prairie Band Casino and Resort,"16281 Q Road, Mayetta KS 66509",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Prairie Island Indian Community in the State of Minnesota,"5636 Sturgeon Lake Road, Welch MN 55089",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: grant.johnson@piic.org,FALSE
Prairie Island Indian Community in the State of Minnesota,Treasure Island Resort & Casino,"5636 Sturgeon Lake Road, Welch MN 55089",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Pueblo of Acoma, New Mexico","P.O. Box 309, Acoma NM 87034",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Administration@poamail.org,FALSE
"Pueblo of Acoma, New Mexico",Sky City Travel Center,"P.O. Box 309, Acoma NM 87034",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Pueblo of Acoma, New Mexico",Sky City Casino,"P.O. Box 309, Acoma NM 87034",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Isleta,"P.O. Box 1270, Isleta NM 87022",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: snmontoya@sandiapueblo.nsn.us,FALSE
Pueblo of Isleta,Isleta Resort & Casino,"P.O. Box 1270, Isleta NM 87022",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Laguna,"P.O. Box 194, Laguna NM 87026",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: asilva-jose@pol-nsn.gov,FALSE
Pueblo of Laguna,Rt. 66 Casino,"P.O. Box 194, Laguna NM 87026",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Laguna,Rt. 66 Casino Express,"P.O. Box 194, Laguna NM 87026",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Laguna,Dancing Eagle Casino,"P.O. Box 194, Laguna NM 87026",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Pojoaque,"78 Cities of Gold Road, Santa Fe NM 87506",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jcroybal@pojoaque.org,FALSE
Pueblo of Pojoaque,Buffalo Thunder,"78 Cities of Gold Road, Santa Fe NM 87506",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Pojoaque,Cities of Gold Casino,"78 Cities of Gold Road, Santa Fe NM 87506",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pueblo of San Felipe,"P.O. Box 4339, San Felipe NM 87001",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: gov.aortiz@sfpueblo.com,FALSE
Pueblo of San Felipe,Travel Center - Slot Stop,"P.O. Box 4339, San Felipe NM 87001",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Pueblo of San Felipe,Black Mesa Casino,"P.O. Box 4339, San Felipe NM 87001",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Sandia,"481 Sandia Loop, Bernalillo NM 87004",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: snmontoya@sandiapueblo.nsn.us,FALSE
Pueblo of Sandia,Sandia Resort and Casino,"481 Sandia Loop, Bernalillo NM 87004",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Santa Ana,"2 Dove Road, Santa Ana Pueblo NM 87004",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: governor@santaana-nsn.gov,FALSE
Pueblo of Santa Ana,Santa Ana Star Casino,"2 Dove Road, Santa Ana Pueblo NM 87004",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Santa Clara,"P.O. Box 580, Espanola NM 87532",Class Type: Class III   See 25 CFR 502.3 & 4,Email Address: governor@santaclarapueblo.org,FALSE
Pueblo of Santa Clara,Santa Claran Hotel Casino,"P.O. Box 580, Espanola NM 87532",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Pueblo of Taos,"P.O. Box 1846, Taos NM 87571",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: governor@taospueblo.com,FALSE
Pueblo of Taos,Taos Mountain Casino,"P.O. Box 1846, Taos NM 87571",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Pueblo of Tesuque, New Mexico","Route 42 Box 360-T, Santa Fe NM 87506",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: governor@pueblooftesuque.org,FALSE
"Pueblo of Tesuque, New Mexico",Tesuque Casino,"Route 42 Box 360-T, Santa Fe NM 87506",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Puyallup Tribe of Indians, Washington","3009 E Portland Ave, Tacoma WA 98404",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: bill.sterud@puyalluptribe-nsn.gov,FALSE
"Puyallup Tribe of Indians, Washington","BJ's Enterprises, Inc.","3009 E Portland Ave, Tacoma WA 98404",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Puyallup Tribe of Indians, Washington",Emerald Queen Casino and Hotel in Tacoma,"3009 E Portland Ave, Tacoma WA 98404",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Puyallup Tribe of Indians, Washington",Emerald Queen Casino at Fife,"3009 E Portland Ave, Tacoma WA 98404",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Quapaw Tribe of Indians, Oklahoma","69300 East Nee Road, Quapaw OK 74363",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
"Quapaw Tribe of Indians, Oklahoma",,,kathryn.supernaw@quapawnation.com,TRUE
"Quapaw Tribe of Indians, Oklahoma",Quapaw Casino,"69300 East Nee Road, Quapaw OK 74363",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Quapaw Tribe of Indians, Oklahoma",Downstream Casino,"69300 East Nee Road, Quapaw OK 74363",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Quechan Indian Tribe/CA,"350 Picacho Rd. PO Box 1899 Yuma AZ 85366, Winterhaven",Class Type: Class III   See 25 CFR 502.3 & 4,Email Address:,FALSE
Quechan Indian Tribe/CA,CA 92283,,executivesecretary@quechantribe.com,TRUE
Quechan Indian Tribe/CA,Quechan Casino Resort,"350 Picacho Rd. PO Box 1899 Yuma AZ 85366,",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Quechan Indian Tribe/CA,,Winterhaven CA 92283,,TRUE
"Quechan Tribe of the Fort Yuma Indian Reservation, CA and AZ","P.O. Box 1899, Yuma AZ 85366",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
"Quechan Tribe of the Fort Yuma Indian Reservation, CA and AZ",,,executivesecretary@quechantribe.com,TRUE
"Quechan Tribe of the Fort Yuma Indian Reservation, CA and AZ",Quechan Casino Resort,"P.O. Box 1899, Yuma AZ 85366",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Quechan Tribe of the Fort Yuma Indian Reservation, CA and AZ",Quechan Paradise Casino Arizona,"P.O. Box 1899, Yuma AZ 85366",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Quinault Indian Nation, Washington","PO Box 189 1214 Aalis Drive, Taholah WA 98587",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: fsharp@quinault.org,FALSE
"Quinault Indian Nation, Washington",Quinault Beach Resort and Casino,"PO Box 189 1214 Aalis Drive, Taholah WA 98587",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin,"88455 Pike Rd Hwy 13, Bayfield WI 54814",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: nicole.boyd@redcliff-nsn.gov,FALSE
Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin,Legendary Waters Resort and Casino,"88455 Pike Rd Hwy 13, Bayfield WI 54814",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Red Lake Band of Chippewa Indians,"P.O. Box 550, Red Lake MN 56671",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: dseki@redlakenation.org,FALSE
Red Lake Band of Chippewa Indians,Seven Clans Casino - Red Lake,"P.O. Box 550, Red Lake MN 56671",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Red Lake Band of Chippewa Indians,Seven Clans Casino - Thief River Falls,"P.O. Box 550, Red Lake MN 56671",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Red Lake Band of Chippewa Indians,Seven Clans Casino - Warroad,"P.O. Box 550, Red Lake MN 56671",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Redding Rancheria,"2000 Redding Rancheria Road, Redding CA 96001",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: melodieh@redding-rancheria.com,FALSE
Redding Rancheria,Win-River Casino,"2000 Redding Rancheria Road, Redding CA 96001",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Rincon Band of Luiseno Mission Indians of the Rincon Reservation,"One Government Center Lane, Valley Center CA 92082",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: bomazzetti@aol.com;,FALSE
